radiant_win,duration,pre_game_duration,match_id,match_seq_num,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire,cluster,first_blood_time,game_mode,radiant_score,dire_score,player_slot,team_number,team_slot,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,kills,deaths,assists,last_hits,denies,gold_per_min,xp_per_min,level,net_worth,aghanims_scepter,aghanims_shard,moonshard,hero_damage,tower_damage,hero_healing,gold_spent,isRadiant,win,lose,total_gold,total_xp,kills_per_min,kda
FALSE,2839,90,7752630636,6528301013,0,1924,2,63,271,243,4,33,41,3,0,3,42,116,1,50,143,137,135,0,40,0,309,12,7,13,239,2,519,807,25,22057,0,0,0,57183,966,0,21540,TRUE,0,1,24557,38184,0.25361042620641067,3.13
FALSE,2839,90,7752630636,6528301013,0,1924,2,63,271,243,4,33,41,4,0,4,137,114,60,73,50,21,116,23,36,0,825,6,12,16,162,1,367,546,21,15996,0,0,0,20783,1230,0,15445,TRUE,0,1,17365,25834,0.12680521310320533,1.69
FALSE,2839,90,7752630636,6528301013,0,1924,2,63,271,243,4,33,41,128,1,0,30,180,254,226,108,39,0,0,0,0,571,10,9,17,85,3,443,838,26,19522,0,1,0,32136,970,5931,14155,FALSE,1,0,20961,39651,0.21134202183867556,2.7
FALSE,2839,90,7752630636,6528301013,0,1924,2,63,271,243,4,33,41,129,1,1,101,176,1,206,108,77,180,0,0,0,2190,5,8,26,160,13,485,919,27,19749,0,1,0,59652,281,0,18805,FALSE,1,0,22948,43484,0.10567101091933778,3.44
FALSE,2839,90,7752630636,6528301013,0,1924,2,63,271,243,4,33,41,130,1,2,80,0,0,0,0,0,0,0,0,0,947,14,3,13,337,0,666,495,20,31030,0,0,0,54132,8116,0,25915,FALSE,1,0,31512,23421,0.2958788305741458,6.75
FALSE,2839,90,7752630636,6528301013,0,1924,2,63,271,243,4,33,41,131,1,3,37,180,254,235,23,36,218,0,21,0,825,2,7,25,76,0,371,495,20,15523,0,1,0,35796,2034,2069,14135,FALSE,1,0,17554,23421,0.042268404367735116,3.38
FALSE,2839,90,7752630636,6528301013,0,1924,2,63,271,243,4,33,41,132,1,4,6,147,123,63,263,26,0,0,0,0,309,10,6,13,355,33,666,1072,28,30541,0,0,1,48288,17624,0,21485,FALSE,1,0,31512,50723,0.21134202183867556,3.29
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,0,0,0,5,36,254,108,59,259,214,0,0,0,675,2,9,9,32,0,569,1442,23,11480,0,0,0,10452,98,250,11790,TRUE,0,1,11882,30113,0.095770152,1.1
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,1,0,1,74,141,263,32,48,160,168,65,0,0,573,7,4,11,119,12,1307,1866,26,25043,0,0,0,24705,1079,0,27550,TRUE,0,1,27294,38968,0.335195531,3.6
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,2,0,2,22,176,110,108,180,277,1808,0,0,0,950,18,7,15,34,1,1290,1830,25,26115,0,0,0,42371,0,0,26735,TRUE,0,1,26939,38216,0.8619313647246608,4.13
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,3,0,3,107,119,73,127,36,235,73,0,0,0,949,2,11,15,35,2,733,1336,22,15482,0,0,0,26959,183,0,14215,TRUE,0,1,15307,27900,0.095770152,1.42
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,4,0,4,86,48,1808,36,1,176,108,0,41,0,0,6,5,18,54,1,1008,1939,26,21300,0,0,0,30097,280,0,23620,TRUE,0,1,21050,40492,0.28731045490822027,4
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,128,1,0,1,116,208,145,147,63,135,0,0,0,573,12,2,9,161,2,1663,2509,28,34628,1,0,0,28092,5907,0,32345,FALSE,1,0,34728,52396,0.5746209098164405,7
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,129,1,1,27,36,108,232,1,180,110,0,0,0,571,5,7,15,46,0,1006,1779,25,21031,0,1,0,22002,4638,0,17470,FALSE,1,0,21008,37151,0.23942537909018358,2.5
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,130,1,2,84,63,114,114,249,65,154,0,0,0,364,10,7,13,75,1,1517,2681,28,30806,1,0,0,30023,5371,110,32780,FALSE,1,0,31680,55988,0.47885075818036715,2.88
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,131,1,3,97,108,180,1,235,73,116,218,0,0,949,0,10,17,42,2,842,1484,23,17725,0,0,0,10077,96,0,18195,FALSE,1,0,17583,30990,,1.55
FALSE,1253,60,7752630638,6528238637,262,2038,51,63,185,12,23,36,36,132,1,4,60,50,1,73,116,225,1808,0,0,0,331,7,10,11,33,3,1020,1554,24,21388,0,1,0,15309,4093,0,20225,FALSE,1,0,21301,32452,0.335195531,1.64
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,0,0,0,22,123,176,1808,48,235,110,0,0,0,291,10,8,13,167,1,1266,1540,28,43883,1,0,0,62623,448,0,36895,TRUE,0,1,45365,55183,0.27906976744186046,2.56
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,1,0,1,67,225,63,250,147,160,108,0,0,0,309,2,9,19,193,3,1081,1764,29,31503,0,1,0,35729,3847,0,31470,TRUE,0,1,38735,63210,0.055813953,2.1
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,2,0,2,62,50,108,123,232,1808,0,0,0,240,362,3,11,9,29,0,742,1258,27,20885,0,0,0,18576,0,0,20385,TRUE,0,1,26588,45078,0.08372093,1
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,3,0,3,97,604,116,123,176,235,63,40,0,0,301,5,5,11,256,6,1277,2121,30,38285,1,1,0,24889,241,0,35520,TRUE,0,1,45759,76002,0.13953488372093023,2.67
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,4,0,4,138,90,116,1466,263,135,1,180,4205,4204,288,3,11,10,89,0,776,1600,29,27580,0,0,0,33270,933,0,27560,TRUE,0,1,27806,57333,0.08372093,1.08
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,128,1,0,86,600,48,116,180,123,1107,0,0,0,362,5,4,20,103,2,1027,1624,29,35151,1,1,0,22809,1489,0,32580,FALSE,1,0,36800,58193,0.13953488372093023,5
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,129,1,1,44,156,116,168,220,208,145,0,0,0,678,18,5,11,273,7,1736,2032,30,51703,1,1,1,60946,13390,0,41225,FALSE,1,0,62206,72813,0.5023255813953488,4.83
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,130,1,2,71,204,235,1808,610,277,30,40,0,50,829,10,5,18,159,0,1420,1882,30,48469,0,1,0,31195,547,0,35585,FALSE,1,0,50883,67438,0.27906976744186046,4.67
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,131,1,3,129,604,116,220,110,226,260,0,0,0,370,5,2,17,162,8,1277,1954,30,43502,1,1,0,33764,4295,0,36485,FALSE,1,0,45759,70018,0.13953488372093023,7.33
FALSE,2150,60,7752630639,6528277257,256,1952,48,63,154,176,23,24,44,132,1,4,20,235,48,108,123,232,273,0,0,0,301,6,8,14,133,6,915,1529,28,25616,0,1,0,17470,29,0,30135,FALSE,1,0,32787,54789,0.16744186046511628,2.22
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,0,0,0,101,204,176,1466,220,249,273,0,0,0,825,13,14,15,55,0,941,1830,30,42902,1,1,0,50860,444,0,40325,TRUE,0,1,43740,85064,0.2796701326640373,1.87
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,1,0,1,57,1,1808,1808,252,235,50,0,73,0,290,3,8,10,17,0,820,1686,30,31883,0,1,0,8639,1883,2571,24410,TRUE,0,1,38116,78370,0.064539261,1.44
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,2,0,2,13,603,110,220,141,116,133,0,0,0,1161,5,12,22,200,8,1330,1875,30,38900,1,1,1,74085,4144,192,62190,TRUE,0,1,61822,87156,0.10756543564001433,2.08
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,3,0,3,11,277,604,220,277,110,277,188,277,0,1161,14,7,24,415,12,1915,2307,30,60439,1,1,0,71722,3720,106,55085,TRUE,0,1,89015,107237,0.30118321979204016,4.75
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,4,0,4,41,158,160,141,235,110,156,0,0,0,366,18,13,31,140,4,1500,1919,30,60661,1,0,1,55727,7906,0,45735,TRUE,0,1,69725,89201,0.38723556830405165,3.5
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,128,1,0,2,116,600,133,220,133,114,0,112,127,292,4,16,18,173,8,1174,1719,30,56418,1,1,0,47081,4339,0,45040,FALSE,1,0,54571,79904,0.086052349,1.29
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,129,1,1,22,133,133,133,133,133,133,110,235,0,294,15,4,17,499,6,1852,2099,30,62213,1,1,0,80034,98,0,74710,FALSE,1,0,86087,97568,0.32269630692004303,6.4
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,130,1,2,62,156,168,141,114,139,63,0,0,0,372,8,14,7,79,0,1230,1645,30,50033,1,0,1,27141,5264,0,36105,FALSE,1,0,57174,76465,0.17210469702402295,1
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,131,1,3,86,133,180,133,1808,232,1,218,300,4204,294,6,4,29,73,2,1112,2301,30,41288,1,1,0,48309,361,0,31535,FALSE,1,0,51689,106958,0.1290785227680172,7
FALSE,2789,60,7752630640,6528333742,262,4,51,3,191,131,23,53,54,132,1,4,81,939,154,114,63,112,147,0,0,0,301,21,15,13,157,5,1593,2073,30,57699,1,1,0,78679,8575,0,33550,FALSE,1,0,74047,96359,0.4517748296880602,2.13
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,0,0,0,86,277,108,180,176,16,0,0,0,0,675,8,12,33,118,6,389,774,27,16782,0,0,0,30932,787,0,16375,TRUE,0,1,21887,43550,0.14218009478672985,3.15
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,1,0,1,71,50,152,92,610,218,235,0,0,0,1168,7,9,24,135,11,393,659,25,18101,0,0,0,19502,742,243,20015,TRUE,0,1,22112,37079,0.12440758293838863,3.1
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,2,0,2,21,141,1466,108,141,116,48,40,2097,63,362,29,7,8,316,8,665,1243,30,28649,0,0,0,69126,3495,0,30780,TRUE,0,1,37417,69939,0.5154028436018957,4.63
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,3,0,3,60,50,939,116,73,73,1808,0,0,0,573,7,14,16,164,5,372,566,24,16360,0,0,0,27328,2229,0,16925,TRUE,0,1,20931,31846,0.12440758293838863,1.53
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,4,0,4,95,152,156,116,145,143,154,63,0,0,1156,10,15,15,424,7,592,799,27,26814,0,1,0,38737,7993,0,27120,TRUE,0,1,33309,44957,0.17772511848341233,1.56
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,128,1,0,75,249,263,116,1806,77,63,0,0,0,362,8,15,27,232,19,526,740,26,26113,0,1,0,43503,5553,93,25425,FALSE,1,0,29596,41637,0.14218009478672985,2.19
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,129,1,1,74,1806,0,250,48,263,116,65,36,0,300,24,7,22,316,14,776,1193,30,38509,0,1,0,65294,11650,0,28510,FALSE,1,0,43662,67126,0.4265402843601896,5.75
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,130,1,2,12,279,139,63,154,250,174,113,0,0,573,11,13,18,348,10,583,914,28,27339,0,1,0,37974,6036,0,25525,FALSE,1,0,32803,51427,0.19549763033175355,2.07
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,131,1,3,14,119,50,1,127,108,73,73,16,0,364,7,15,27,75,0,403,791,27,21127,0,0,0,22674,2720,0,16375,FALSE,1,0,22675,44506,0.12440758293838863,2.13
FALSE,3376,90,7752630641,6528242710,0,1542,0,3,184,197,22,63,57,132,1,4,64,108,102,119,534,0,180,33,0,0,2192,5,14,26,78,0,378,695,26,20666,0,1,0,21227,2191,0,17840,FALSE,1,0,21268,39105,0.088862559,2.07
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,0,0,0,114,174,11,252,125,50,0,0,0,0,2096,2,13,4,129,4,351,424,16,9699,0,0,0,17581,454,0,8790,TRUE,0,1,11857,14324,0.059200789,0.43
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,1,0,1,14,218,1,0,50,244,176,0,0,0,290,9,9,9,77,2,472,480,17,12426,0,0,0,18023,0,0,11610,TRUE,0,1,15945,16216,0.26640355204736066,1.8
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,2,0,2,136,181,29,40,229,188,254,0,0,28,838,2,10,7,20,10,224,347,14,6131,0,0,0,7683,2127,6554,6625,TRUE,0,1,7567,11722,0.059200789,0.82
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,3,0,3,11,236,172,116,75,139,63,288,0,0,573,2,6,5,257,9,491,388,15,16062,0,0,0,16841,694,0,15395,TRUE,0,1,16587,13107,0.059200789,1
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,4,0,4,80,16,29,16,16,16,16,375,0,0,358,8,6,5,174,6,457,553,18,13190,0,1,0,19314,5939,0,11450,TRUE,0,1,15438,18682,0.23680315737543167,1.86
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,128,1,0,26,254,267,0,1,188,214,0,0,0,290,5,3,28,62,10,466,662,20,14907,0,1,0,11704,881,2801,15335,FALSE,1,0,15743,22364,0.1480019733596448,8.25
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,129,1,1,8,50,158,147,135,108,36,0,75,0,949,15,6,18,256,6,723,739,21,23639,0,0,0,45618,16146,13917,21795,FALSE,1,0,24425,24965,0.4440059200789344,4.71
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,130,1,2,19,36,1,100,176,180,0,0,0,0,676,7,6,21,57,2,420,604,19,13124,0,0,0,23828,1866,0,13090,FALSE,1,0,14189,20405,0.2072027627035027,4
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,131,1,3,59,108,0,29,116,210,151,0,0,0,376,7,5,15,163,3,576,698,20,18802,0,1,0,26137,10890,6198,17240,FALSE,1,0,19459,23580,0.2072027627035027,3.67
FALSE,2027,90,7752630642,6528327309,0,1956,0,63,181,0,22,26,43,132,1,4,21,1,1466,116,236,73,63,73,0,0,288,8,6,28,120,16,505,622,19,16373,0,0,0,44465,4267,0,16850,FALSE,1,0,17060,21013,0.23680315737543167,5.14
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,0,0,0,11,116,96,110,1,108,48,0,0,0,300,7,2,2,154,12,1135,1691,26,23249,0,0,0,20029,338,0,34735,TRUE,0,1,27939,41626,0.2843601895734597,3
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,1,0,1,42,50,151,1,116,135,137,108,0,0,825,14,6,7,95,5,1089,1467,25,26843,0,1,0,29085,0,0,26485,TRUE,0,1,26807,36112,0.5687203791469194,3
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,2,0,2,59,26,116,29,151,154,0,73,0,0,358,3,12,9,43,0,613,1149,22,14722,0,0,0,14002,365,0,13845,TRUE,0,1,15090,28284,0.12186865267433987,0.92
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,3,0,3,74,24,250,65,116,534,48,69,0,0,950,3,5,7,85,12,933,1576,26,22889,0,0,0,8940,638,0,23450,TRUE,0,1,22967,38795,0.12186865267433987,1.67
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,4,0,4,7,36,1125,1,180,279,108,0,0,0,0,0,9,14,26,1,517,1149,22,12986,0,0,0,12020,803,0,11550,TRUE,0,1,12726,28284,,1.4
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,128,1,0,21,141,108,166,123,50,168,0,0,0,309,9,4,15,92,4,1258,2512,29,30272,0,0,0,36470,3807,0,23935,FALSE,1,0,30967,61837,0.36560595802301965,4.8
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,129,1,1,12,1097,63,108,160,114,147,36,0,0,309,9,1,13,192,8,1576,2537,29,39023,0,1,0,41095,16164,0,29155,FALSE,1,0,38795,62452,0.36560595802301965,11
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,130,1,2,40,63,77,263,235,116,1808,0,0,0,1160,4,10,12,58,2,883,1330,24,22021,0,0,0,10649,1864,84,20545,FALSE,1,0,21736,32740,0.16249153689911983,1.45
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,131,1,3,84,65,29,114,1,119,73,0,0,0,571,1,4,13,65,0,907,1777,27,22110,0,0,0,13912,2349,0,21935,FALSE,1,0,22327,43743,0.040622884224779957,2.8
FALSE,1477,60,7752630643,6528301794,6,1846,3,63,181,5,23,27,33,132,1,4,56,180,1097,250,263,108,240,0,0,0,1157,9,8,12,68,7,1142,1836,27,28239,0,1,0,35358,2847,0,25175,FALSE,1,0,28112,45196,0.36560595802301965,2.33
TRUE,1423,60,7752630644,6528250163,2047,256,63,48,181,64,23,37,19,0,0,0,31,108,232,37,110,254,180,0,0,0,675,4,5,16,35,0,834,1535,25,19943,0,1,0,14988,331,0,18380,TRUE,1,0,19779,36405,0.168657765,3.33
TRUE,1423,60,7752630644,6528250163,2047,256,63,48,181,64,23,37,19,1,0,1,21,1097,250,116,1808,108,48,0,0,0,1076,10,2,14,82,11,1328,2772,30,31000,0,1,0,27489,5423,0,31520,TRUE,1,0,31495,65742,0.42164441321152496,8
